date,isin,ticker,price
2024-02-06,US0079031078,AMD.US,167.88
2024-02-07,US0079031078,AMD.US,170.94
2024-02-08,US0079031078,AMD.US,169.35
2024-02-09,US0079031078,AMD.US,172.48
2024-02-12,US0079031078,AMD.US,171.91
2024-02-13,US0079031078,AMD.US,171.54
2024-02-14,US0079031078,AMD.US,178.7
2024-02-15,US0079031078,AMD.US,176.76
2024-02-16,US0079031078,AMD.US,173.87
2024-02-20,US0079031078,AMD.US,165.69
2024-02-21,US0079031078,AMD.US,164.29
2024-02-22,US0079031078,AMD.US,181.86
2024-02-23,US0079031078,AMD.US,176.52
2024-02-26,US0079031078,AMD.US,176.01
2024-02-27,US0079031078,AMD.US,178.0
2024-02-28,US0079031078,AMD.US,176.54
2024-02-29,US0079031078,AMD.US,192.53
2024-03-01,US0079031078,AMD.US,202.64
2024-03-04,US0079031078,AMD.US,205.36
2024-03-05,US0079031078,AMD.US,205.13
2024-03-06,US0079031078,AMD.US,210.63
2024-03-07,US0079031078,AMD.US,211.38
2024-03-08,US0079031078,AMD.US,207.39
2024-03-11,US0079031078,AMD.US,198.39
2024-03-12,US0079031078,AMD.US,202.76
